File,Cloud Cover Over Land
LANDSAT_LC08_C02_T1_LC08_035025_20130331_4022359_100000_1364752008789.tif,3.13
LANDSAT_LC08_C02_T1_LC08_049019_20210204_1192948_100000_1612465867764.tif,0.4
LANDSAT_LC08_C02_T1_LC08_042023_20130925_3012202_100000_1380133872813.tif,3.04
LANDSAT_LC08_C02_T1_LC08_043024_20131018_3050519_100000_1382121465304.tif,4.04
LANDSAT_LC08_C02_T1_LC08_042018_20200320_406QLD0_100000_1584728829684.tif,0.36
LANDSAT_LC08_C02_T1_LC08_043018_20180407_2202203_100000_1523125975257.tif,0.0
LANDSAT_LC08_C02_T1_LC08_049019_20180519_1192948_100000_1526756998110.tif,0.04
LANDSAT_LC08_C02_T1_LC08_041018_20131105_406QLD0_100000_1383675775095.tif,1.59
LANDSAT_LC08_C02_T1_LC08_044018_20221002_2202203_100000_1664736020121.tif,0.13
LANDSAT_LC08_C02_T1_LC08_042018_20240502_406QLD0_100000_1714674400720.tif,3.44
LANDSAT_LC08_C02_T1_LC08_044018_20170529_2202203_100000_1496083157584.tif,0.34
LANDSAT_LC08_C02_T1_LC08_058014_20190910_2201401_100000_1568145893225.tif,4.83
LANDSAT_LC08_C02_T1_LC08_042018_20161222_406QLD0_100000_1482431255147.tif,0.98
LANDSAT_LC08_C02_T1_LC08_043018_20200224_2202203_100000_1582569211349.tif,0.77
LANDSAT_LC08_C02_T1_LC08_041019_20190223_406QLD0_100000_1550946076614.tif,0.25
LANDSAT_LC08_C02_T1_LC08_041019_20220420_406QLD0_100000_1650478883071.tif,0.0
LANDSAT_LC08_C02_T1_LC08_049019_20200117_1192948_100000_1579288270437.tif,0.39
LANDSAT_LC08_C02_T1_LC08_042023_20130824_3012202_100000_1377369082997.tif,4.95
LANDSAT_LC08_C02_T1_LC08_041024_20220911_3031092_100000_1662920650095.tif,0.07
LANDSAT_LC08_C02_T1_LC08_059013_20140412_2201401_100000_1397333427438.tif,0.0
LANDSAT_LC08_C02_T1_LC08_058013_20211102_2201401_100000_1635883479899.tif,4.78
LANDSAT_LC08_C02_T1_LC08_044018_20200114_2202203_100000_1579027193227.tif,1.52
LANDSAT_LC08_C02_T1_LC08_058014_20210323_2201401_100000_1616529867051.tif,0.0
LANDSAT_LC08_C02_T1_LC08_058014_20231108_2201401_100000_1699473886608.tif,0.14
LANDSAT_LC08_C02_T1_LC08_041018_20140601_406QLD0_100000_1401646846710.tif,0.08
LANDSAT_LC08_C02_T1_LC08_044018_20160323_2202203_100000_1458758367598.tif,0.02
LANDSAT_LC08_C02_T1_LC08_042018_20240806_406QLD0_100000_1722968813651.tif,2.35
LANDSAT_LC08_C02_T1_LC08_057014_20230218_2201401_100000_1676750319797.tif,3.28
LANDSAT_LC08_C02_T1_LC08_057014_20140329_2201401_100000_1396123121794.tif,0.06
LANDSAT_LC08_C02_T1_LC08_044018_20190316_2202203_100000_1552761558144.tif,2.4
LANDSAT_LC08_C02_T1_LC08_042018_20230430_406QLD0_100000_1682879209791.tif,2.38
LANDSAT_LC08_C02_T1_LC08_043018_20220213_2202203_100000_1644777217011.tif,1.12
LANDSAT_LC08_C02_T1_LC08_048023_20190224_1096631_100000_1551035167548.tif,1.99
LANDSAT_LC08_C02_T1_LC08_043018_20150805_2202203_100000_1438799589031.tif,4.75
LANDSAT_LC08_C02_T1_LC08_042024_20180822_3031092_100000_1534962553728.tif,0.43
LANDSAT_LC08_C02_T1_LC08_035022_20160120_5050919_100000_1453311945971.tif,0.49
LANDSAT_LC08_C02_T1_LC08_041018_20190122_406QLD0_100000_1548181258363.tif,3.72
LANDSAT_LC08_C02_T1_LC08_035022_20130604_5050919_100000_1370368063370.tif,1.19
LANDSAT_LC08_C02_T1_LC08_043018_20200412_2202203_100000_1586716388890.tif,0.01
LANDSAT_LC08_C02_T1_LC08_037024_20230121_4022359_100000_1674323950040.tif,2.24
LANDSAT_LC08_C02_T1_LC08_041018_20230829_406QLD0_100000_1693333270105.tif,0.41
LANDSAT_LC08_C02_T1_LC08_049019_20150916_1192948_100000_1442430657143.tif,0.86
LANDSAT_LC08_C02_T1_LC08_041019_20170625_406QLD0_100000_1498414879514.tif,0.08
LANDSAT_LC08_C02_T1_LC08_041018_20160809_406QLD0_100000_1470766871930.tif,2.97
LANDSAT_LC08_C02_T1_LC08_058014_20240228_2201401_100000_1709150678039.tif,0.93
LANDSAT_LC08_C02_T1_LC08_057014_20161028_2201401_100000_1477684728748.tif,0.11
LANDSAT_LC08_C02_T1_LC08_037024_20191228_4022359_100000_1577555944490.tif,0.02
LANDSAT_LC08_C02_T1_LC08_042024_20150627_3031092_100000_1435429745343.tif,2.0
LANDSAT_LC08_C02_T1_LC08_037024_20230801_4022359_100000_1690912720843.tif,0.39
LANDSAT_LC08_C02_T1_LC08_043018_20180423_2202203_100000_1524508365862.tif,0.62
LANDSAT_LC08_C02_T1_LC08_049019_20210730_1192948_100000_1627672263302.tif,1.34
LANDSAT_LC08_C02_T1_LC08_042018_20180923_406QLD0_100000_1537727221185.tif,2.95
LANDSAT_LC08_C02_T1_LC08_041024_20180103_3031092_100000_1515003821690.tif,2.93
LANDSAT_LC08_C02_T1_LC08_042018_20160325_406QLD0_100000_1458930424606.tif,3.37
LANDSAT_LC08_C02_T1_LC08_037024_20160306_4022359_100000_1457287123046.tif,4.76
LANDSAT_LC08_C02_T1_LC08_042018_20130418_406QLD0_100000_1366309749115.tif,0.0
LANDSAT_LC08_C02_T1_LC08_049019_20211205_1192948_100000_1638731482302.tif,1.95
LANDSAT_LC08_C02_T1_LC08_042024_20190302_3031092_100000_1551551364716.tif,0.35
LANDSAT_LC08_C02_T1_LC08_058013_20210323_2201401_100000_1616529843172.tif,0.0
LANDSAT_LC08_C02_T1_LC08_037024_20210131_4022359_100000_1612115938036.tif,0.46
LANDSAT_LC08_C02_T1_LC08_041018_20230202_406QLD0_100000_1675362093081.tif,1.37
LANDSAT_LC08_C02_T1_LC08_042024_20170803_3031092_100000_1501784983124.tif,0.95
LANDSAT_LC08_C02_T1_LC08_043018_20170810_2202203_100000_1502390013223.tif,2.47
LANDSAT_LC08_C02_T1_LC08_043018_20191003_2202203_100000_1570127633558.tif,0.0
LANDSAT_LC08_C02_T1_LC08_057014_20210908_2201401_100000_1631131123452.tif,4.67
LANDSAT_LC08_C02_T1_LC08_044018_20181023_2202203_100000_1540319975569.tif,2.26
LANDSAT_LC08_C02_T1_LC08_058014_20200507_2201401_100000_1588881842366.tif,0.08
LANDSAT_LC08_C02_T1_LC08_058013_20140624_2201401_100000_1403640237246.tif,4.3
LANDSAT_LC08_C02_T1_LC08_041019_20170321_406QLD0_100000_1490120473015.tif,1.77
LANDSAT_LC08_C02_T1_LC08_042024_20230329_3050519_100000_1680114572571.tif,2.68
LANDSAT_LC08_C02_T1_LC08_043018_20210330_2202203_100000_1617129198776.tif,0.02
LANDSAT_LC08_C02_T1_LC08_049019_20171226_1192948_100000_1514315471405.tif,1.03
LANDSAT_LC08_C02_T1_LC08_041018_20230306_406QLD0_100000_1678126870603.tif,0.04
LANDSAT_LC08_C02_T1_LC08_058014_20190403_2201401_100000_1554321850394.tif,0.16
LANDSAT_LC08_C02_T1_LC08_035022_20131229_5050919_100000_1388339225697.tif,0.1
LANDSAT_LC08_C02_T1_LC08_042018_20240111_406QLD0_100000_1704997648385.tif,1.23
LANDSAT_LC08_C02_T1_LC08_058013_20170312_2201401_100000_1489349039657.tif,0.02
LANDSAT_LC08_C02_T1_LC08_057014_20190207_2201401_100000_1549569493283.tif,0.45
LANDSAT_LC08_C02_T1_LC08_042018_20140405_406QLD0_100000_1396722451036.tif,4.96
LANDSAT_LC08_C02_T1_LC08_042024_20191012_3031092_100000_1570905007464.tif,4.34
LANDSAT_LC08_C02_T1_LC08_058013_20200523_2201401_100000_1590264221320.tif,2.44
LANDSAT_LC08_C02_T1_LC08_042018_20180705_406QLD0_100000_1530815186604.tif,1.79
LANDSAT_LC08_C02_T1_LC08_041019_20210503_406QLD0_100000_1620066064923.tif,0.05
LANDSAT_LC08_C02_T1_LC08_041018_20230930_406QLD0_100000_1696098077677.tif,0.37
LANDSAT_LC08_C02_T1_LC08_049019_20170804_1192948_100000_1501873859833.tif,4.06
LANDSAT_LC08_C02_T1_LC08_049019_20230517_1192948_100000_1684350615638.tif,2.77
LANDSAT_LC08_C02_T1_LC08_043018_20230131_2202203_100000_1675190034827.tif,1.72
LANDSAT_LC08_C02_T1_LC08_041019_20170812_406QLD0_100000_1502562096111.tif,0.26
LANDSAT_LC08_C02_T1_LC08_049019_20230704_1192948_100000_1688497839518.tif,1.02
LANDSAT_LC08_C02_T1_LC08_037024_20150421_4022359_100000_1429639091841.tif,0.02
LANDSAT_LC08_C02_T1_LC08_048023_20161216_1096631_100000_1481915200984.tif,0.34
LANDSAT_LC08_C02_T1_LC08_041019_20240205_406QLD0_100000_1707157299933.tif,3.65
LANDSAT_LC08_C02_T1_LC08_044018_20200130_2202203_100000_1580409588347.tif,3.7
LANDSAT_LC08_C02_T1_LC08_041025_20240221_3031092_100000_1708539840830.tif,1.6
LANDSAT_LC08_C02_T1_LC08_058013_20240416_2201401_100000_1713297825249.tif,0.0
LANDSAT_LC08_C02_T1_LC08_043018_20140207_2202203_100000_1391798069815.tif,3.74
LANDSAT_LC08_C02_T1_LC08_049019_20210628_1192948_100000_1624907453928.tif,1.61
LANDSAT_LC08_C02_T1_LC08_042024_20210713_3031092_100000_1626200978794.tif,3.47
LANDSAT_LC08_C02_T1_LC08_043018_20231014_2202203_100000_1697308421743.tif,0.08
LANDSAT_LC08_C02_T1_LC08_042018_20190129_406QLD0_100000_1548786427496.tif,1.41
LANDSAT_LC08_C02_T1_LC08_041018_20240205_406QLD0_100000_1707157276050.tif,0.51
LANDSAT_LC08_C02_T1_LC08_043018_20240118_2202203_100000_1705602818279.tif,4.38
LANDSAT_LC08_C02_T1_LC08_037024_20151030_4022359_100000_1446227936668.tif,1.92
LANDSAT_LC08_C02_T1_LC08_057014_20210212_2201401_100000_1613159913079.tif,0.78
LANDSAT_LC08_C02_T1_LC08_043018_20210415_2202203_100000_1618511593047.tif,0.22
LANDSAT_LC08_C02_T1_LC08_057014_20140313_2201401_100000_1394740739305.tif,0.08
LANDSAT_LC08_C02_T1_LC08_057014_20180409_2201401_100000_1523303870007.tif,0.12
LANDSAT_LC08_C02_T1_LC08_057014_20130401_2201401_100000_1364846370608.tif,3.86
LANDSAT_LC08_C02_T1_LC08_058013_20170718_2201401_100000_1500408245964.tif,2.66
LANDSAT_LC08_C02_T1_LC08_041018_20150417_406QLD0_100000_1429294833177.tif,4.46
LANDSAT_LC08_C02_T1_LC08_041025_20161129_3031092_100000_1480443857402.tif,3.34
LANDSAT_LC08_C02_T1_LC08_058014_20141115_2201401_100000_1416081891191.tif,0.06
LANDSAT_LC08_C02_T1_LC08_041018_20230218_406QLD0_100000_1676744482331.tif,0.19
LANDSAT_LC08_C02_T1_LC08_049019_20170124_1192948_100000_1485285066630.tif,1.84
LANDSAT_LC08_C02_T1_LC08_058013_20190505_2201401_100000_1557086622426.tif,0.0
LANDSAT_LC08_C02_T1_LC08_041019_20190122_406QLD0_100000_1548181282241.tif,4.01
LANDSAT_LC08_C02_T1_LC08_044018_20151218_2202203_100000_1450463991011.tif,0.69
LANDSAT_LC08_C02_T1_LC08_057014_20220215_2201401_100000_1644955111929.tif,4.61
LANDSAT_LC08_C02_T1_LC08_049019_20230720_1192948_100000_1689880242202.tif,2.26
LANDSAT_LC08_C02_T1_LC08_037025_20131008_4022359_100000_1381255267340.tif,2.88
LANDSAT_LC08_C02_T1_LC08_041019_20230306_406QLD0_100000_1678126894477.tif,0.04
LANDSAT_LC08_C02_T1_LC08_041024_20140313_3031092_100000_1394735045016.tif,1.21
LANDSAT_LC08_C02_T1_LC08_057014_20150417_2201401_100000_1429300670723.tif,0.5
LANDSAT_LC08_C02_T1_LC08_035022_20131111_5050919_100000_1384192044662.tif,4.99
LANDSAT_LC08_C02_T1_LC08_041019_20220810_406QLD0_100000_1660155724077.tif,0.4
LANDSAT_LC08_C02_T1_LC08_042018_20230313_406QLD0_100000_1678732039391.tif,0.0
LANDSAT_LC08_C02_T1_LC08_037024_20150710_4022359_100000_1436551100670.tif,1.07
LANDSAT_LC08_C02_T1_LC08_057014_20161113_2201401_100000_1479067127628.tif,0.03
LANDSAT_LC08_C02_T1_LC08_048023_20190702_1096631_100000_1562094379832.tif,1.2
LANDSAT_LC08_C02_T1_LC08_058013_20140320_2201401_100000_1395345879830.tif,0.0
LANDSAT_LC08_C02_T1_LC08_042018_20180211_406QLD0_100000_1518373630658.tif,0.05
LANDSAT_LC08_C02_T1_LC08_037024_20151014_4022359_100000_1444845530349.tif,0.01
LANDSAT_LC08_C02_T1_LC08_041019_20131121_406QLD0_100000_1385058189942.tif,1.85
LANDSAT_LC08_C02_T1_LC08_042018_20200405_406QLD0_100000_1586111220655.tif,2.27
LANDSAT_LC08_C02_T1_LC08_048023_20190328_1096631_100000_1553799958686.tif,3.13
LANDSAT_LC08_C02_T1_LC08_044018_20170817_2202203_100000_1502995186134.tif,2.74
LANDSAT_LC08_C02_T1_LC08_042018_20171225_406QLD0_100000_1514226452095.tif,3.58
LANDSAT_LC08_C02_T1_LC08_042018_20131230_406QLD0_100000_1388428125385.tif,2.45
LANDSAT_LC08_C02_T1_LC08_037025_20140925_4022359_100000_1411667959157.tif,0.04
LANDSAT_LC08_C02_T1_LC08_058013_20200201_2201401_100000_1580587459549.tif,4.13
LANDSAT_LC08_C02_T1_LC08_058013_20160410_2201401_100000_1460318631567.tif,0.0
LANDSAT_LC08_C02_T1_LC08_057014_20240324_2201401_100000_1711310288035.tif,0.35
LANDSAT_LC08_C02_T1_LC08_058013_20230209_2201401_100000_1675973074838.tif,0.13
LANDSAT_LC08_C02_T1_LC08_041025_20220927_3031092_100000_1664303076121.tif,1.75
LANDSAT_LC08_C02_T1_LC08_041019_20230218_406QLD0_100000_1676744506209.tif,0.08
LANDSAT_LC08_C02_T1_LC08_042024_20180806_3031092_100000_1533580145450.tif,1.73
LANDSAT_LC08_C02_T1_LC08_041025_20140209_3031092_100000_1391970292930.tif,3.16
LANDSAT_LC08_C02_T1_LC08_041019_20141124_406QLD0_100000_1416853305004.tif,2.2
LANDSAT_LC08_C02_T1_LC08_043018_20170607_2202203_100000_1496860391088.tif,0.53
LANDSAT_LC08_C02_T1_LC08_057014_20240628_2201401_100000_1719604664894.tif,2.94
LANDSAT_LC08_C02_T1_LC08_041019_20150316_406QLD0_100000_1426530069595.tif,0.02
LANDSAT_LC08_C02_T1_LC08_057014_20180308_2201401_100000_1520539085669.tif,0.01
LANDSAT_LC08_C02_T1_LC08_043018_20200428_2202203_100000_1588098781146.tif,0.18
LANDSAT_LC08_C02_T1_LC08_042018_20240228_406QLD0_100000_1709144840552.tif,1.53
LANDSAT_LC08_C02_T1_LC08_048023_20140906_1096631_100000_1410030393283.tif,0.03
LANDSAT_LC08_C02_T1_LC08_037024_20150912_4022359_100000_1442080724766.tif,0.06
LANDSAT_LC08_C02_T1_LC08_042024_20160816_3031092_100000_1471372188875.tif,0.55
LANDSAT_LC08_C02_T1_LC08_043018_20211227_2202203_100000_1640630028134.tif,1.33
LANDSAT_LC08_C02_T1_LC08_041019_20231219_406QLD0_100000_1703010107085.tif,2.38
LANDSAT_LC08_C02_T1_LC08_043018_20210618_2202203_100000_1624041202949.tif,0.76
LANDSAT_LC08_C02_T1_LC08_041019_20220826_406QLD0_100000_1661538126240.tif,0.04
LANDSAT_LC08_C02_T1_LC08_043018_20230320_2202203_100000_1679337205164.tif,0.65
LANDSAT_LC08_C02_T1_LC08_042018_20160410_406QLD0_100000_1460312817908.tif,0.0
LANDSAT_LC08_C02_T1_LC08_041018_20141124_406QLD0_100000_1416853281121.tif,0.42
LANDSAT_LC08_C02_T1_LC08_049019_20170108_1192948_100000_1483902671831.tif,2.99
LANDSAT_LC08_C02_T1_LC08_058013_20150510_2201401_100000_1431288198481.tif,1.58
LANDSAT_LC08_C02_T1_LC08_041018_20200617_406QLD0_100000_1592418050278.tif,0.0
LANDSAT_LC08_C02_T1_LC08_041025_20230101_3031092_100000_1672597462401.tif,3.23
LANDSAT_LC08_C02_T1_LC08_049019_20160106_1192948_100000_1452107464513.tif,0.08
LANDSAT_LC08_C02_T1_LC08_041018_20141226_406QLD0_100000_1419618075282.tif,0.87
LANDSAT_LC08_C02_T1_LC08_041018_20190223_406QLD0_100000_1550946052736.tif,0.09
LANDSAT_LC08_C02_T1_LC08_058013_20240603_2201401_100000_1717444999073.tif,0.02
LANDSAT_LC08_C02_T1_LC08_035022_20140114_5050919_100000_1389721610569.tif,0.07
LANDSAT_LC08_C02_T1_LC08_042018_20151220_406QLD0_100000_1450636049538.tif,0.17
LANDSAT_LC08_C02_T1_LC08_049019_20150103_1192948_100000_1420312262932.tif,1.12
LANDSAT_LC08_C02_T1_LC08_041024_20131207_3031092_100000_1386440710157.tif,0.21
LANDSAT_LC08_C02_T1_LC08_041019_20131105_406QLD0_100000_1383675798969.tif,1.23
LANDSAT_LC08_C02_T1_LC08_057014_20131105_2201401_100000_1383681612650.tif,1.38
LANDSAT_LC08_C02_T1_LC08_049019_20230821_1192948_100000_1692645059398.tif,2.08
LANDSAT_LC08_C02_T1_LC08_058013_20190708_2201401_100000_1562616250328.tif,2.78
LANDSAT_LC08_C02_T1_LC08_042024_20210627_3031092_100000_1624818577460.tif,1.42
LANDSAT_LC08_C02_T1_LC08_041019_20240120_406QLD0_100000_1705774899324.tif,0.83
LANDSAT_LC08_C02_T1_LC08_041025_20160419_3031092_100000_1461090210423.tif,0.6
LANDSAT_LC08_C02_T1_LC08_044018_20170310_2202203_100000_1489171168868.tif,0.18
LANDSAT_LC08_C02_T1_LC08_041018_20191208_406QLD0_100000_1575829288821.tif,1.36
